"scale","sv_measure","sv_label","diversity_measure","diversity_label","analysis_set_all","n_all","edge_n_all","pearson_r_all","r_squared_all","slope_all","intercept_all","f_statistic_all","f_p_value_all","spearman_r_all","spearman_p_value_all","analysis_set_non_edge","n_non_edge","edge_n_non_edge","pearson_r_non_edge","r_squared_non_edge","slope_non_edge","intercept_non_edge","f_statistic_non_edge","f_p_value_non_edge","spearman_r_non_edge","spearman_p_value_non_edge","analysis_set_edge_only","n_edge_only","edge_n_edge_only","pearson_r_edge_only","r_squared_edge_only","slope_edge_only","intercept_edge_only","f_statistic_edge_only","f_p_value_edge_only","spearman_r_edge_only","spearman_p_value_edge_only","delta_r_non_edge_minus_all","delta_r2_non_edge_minus_all","delta_r_edge_only_minus_non_edge","delta_r_edge_only_minus_all"
"20m","spec_spca_mean","Std PCA mean distance","phy_rao","Phylogenetic Rao's Q","all_quads",436,76,0.273805906821417,0.0749696746102983,0.00652952822208481,5.9007312268599,35.1738076988581,6.16341983438995e-09,0.29506333265043,3.30268220102739e-10,"non_edge",360,0,0.248521102784859,0.0617627385294027,0.00601946184141313,6.02919386796605,23.5665980253963,1.80545530522302e-06,0.291790060108488,1.6977145835596e-08,"edge_only",76,76,0.381821078780684,0.145787336201246,0.00874243363218775,5.38808276412486,12.6294813178206,0.000665549155148047,0.250088858509911,0.0293434690062865,-0.0252848040365572,-0.0132069360808956,0.133299975995825,0.108015171959268
"20m","spec_spca_mean","Std PCA mean distance","phy_afaith","Abundance-weighted Faith's PD","all_quads",436,76,0.301183817758066,0.0907116920793237,0.000975544004707486,6.25077502510027,43.2963604826874,1.35797770799472e-10,0.284024187809524,1.55676587511576e-09,"non_edge",360,0,0.291195656973763,0.0847949106403814,0.000948251531556802,6.3081811963439,33.1691534085518,1.82028610796535e-08,0.277118650606872,9.05647752638057e-08,"edge_only",76,76,0.280702528214504,0.0787939093460142,0.00093988178974504,6.11784706886308,6.32947323162579,0.0140434323153323,0.265755297334245,0.0203248512255666,-0.00998816078430265,-0.00591678143894225,-0.0104931287592594,-0.020481289543562
"20m","spec_spca_mean","Std PCA mean distance","sp_shannon","Shannon diversity","all_quads",436,76,-0.0358714206984151,0.00128675882292269,-0.138437216954731,7.3028344749747,0.559172849746394,0.454998687429413,-0.0160087508153215,0.738881968805627,"non_edge",360,0,-0.0750573921429377,0.00563361211529873,-0.3014541984937,7.63072588549417,2.02825956493493,0.155268370709618,-0.0507485911671129,0.336976247205236,"edge_only",76,76,0.199850057369007,0.0399400454303953,0.569134507994308,5.87834404039545,3.07851957347209,0.0834721686990807,0.146274777853725,0.207361393834998,-0.0391859714445226,0.00434685329237604,0.274907449511944,0.235721478067422
"20m","spec_spca_med","Std PCA median distance","phy_faith","Faith's PD","all_quads",436,76,0.295003484475298,0.0870270558525675,0.00106942199192153,5.3814806263811,41.370056453628,3.33116487178053e-10,0.329350336539354,1.72497331355806e-12,"non_edge",360,0,0.27722769254189,0.0768551935121009,0.00104192804018225,5.43315257895571,29.8048140269668,8.94765088858804e-08,0.333214162164801,8.77892565455237e-11,"edge_only",76,76,0.302022009618584,0.0912172942940483,0.000901027365603113,5.34479975646514,7.42760589014076,0.0080121144038003,0.24649519136045,0.0318314317186659,-0.0177757919334078,-0.0101718623404666,0.0247943170766941,0.00701852514328627
"20m","spec_spca_med","Std PCA median distance","phy_rao","Phylogenetic Rao's Q","all_quads",436,76,0.347966187462541,0.121080467617216,0.0062144239522904,5.06388196690352,59.7880932323915,7.43726122019562e-14,0.33533431256366,6.42495673426027e-13,"non_edge",360,0,0.32723223531198,0.107080935827275,0.00594653375332568,5.14204848010265,42.9321946011773,1.97545364748568e-10,0.330280326237085,1.30962256253297e-10,"edge_only",76,76,0.406802348861065,0.16548815103888,0.00668636329841738,4.85366255224455,14.6745947251944,0.000265627971858785,0.320519480519481,0.00476066550370663,-0.0207339521505607,-0.013999531789941,0.0795701135490846,0.0588361613985238
"20m","spec_spca_med","Std PCA median distance","phy_afaith","Abundance-weighted Faith's PD","all_quads",436,76,0.384317848824905,0.147700208925403,0.000932246212673608,5.39381905630562,75.2104967581933,8.53554785707182e-17,0.317382979200887,1.16635268574752e-11,"non_edge",360,0,0.379391104389443,0.143937610089842,0.000926913524238186,5.42633898983475,60.1938188378667,9.06099801925384e-14,0.317241388179436,7.36288510448135e-10,"edge_only",76,76,0.30134048000788,0.0908060848913798,0.000724299959768094,5.40796586743503,7.3907778861007,0.00816231726940334,0.287053998632946,0.0119316857198681,-0.00492674443546193,-0.00376259883556124,-0.0780506243815629,-0.0829773688170248
"20m","spec_spca_med","Std PCA median distance","sp_shannon","Shannon diversity","all_quads",436,76,-0.0111012692901179,0.000123238179851715,-0.0320849792626305,6.23803938765562,0.0534919623077161,0.817203722262765,-0.000164041590986255,0.997274865837575,"non_edge",360,0,-0.0557448781639231,0.00310749144151063,-0.167975619830278,6.51462247628721,1.11594974032803,0.291504591091762,-0.0435448318788468,0.410097243605558,"edge_only",76,76,0.270748488674566,0.0733047441195617,0.553491246527713,5.04189602685459,5.85365148944653,0.018001908619461,0.217224880382775,0.0594417005821253,-0.0446436088738052,0.00298425326165892,0.326493366838489,0.281849757964684
"20m","spec_spca_sd","Std PCA distance SD","phy_faith","Faith's PD","all_quads",436,76,0.0635859794651317,0.00404317678454015,0.00042713595348975,4.27035031073304,1.76186224501704,0.185090213380215,0.0988244732420133,0.0391465404498347,"non_edge",360,0,0.050936769321442,0.0025945544689058,0.000346925901928286,4.34939916498614,0.931266722103854,0.335185400019947,0.126925653909026,0.015969025283433,"edge_only",76,76,0.109125164786431,0.0119083015896658,0.000767461921513642,3.97556991179494,0.891834552453975,0.348053904019681,-0.0391116822407103,0.737289282426068,-0.0126492101436897,-0.00144862231563436,0.0581883954649893,0.0455391853212996
"20m","spec_spca_sd","Std PCA distance SD","phy_rao","Phylogenetic Rao's Q","all_quads",436,76,0.0582507179215976,0.00339314613838153,0.00192773758013967,4.24363629921509,1.47763927004065,0.224805058174956,0.0955403997663167,0.0461763268807244,"non_edge",360,0,0.0334861471765456,0.00112132205272928,0.00110275035219725,4.41495748969327,0.401883936197376,0.526522747929156,0.12635154077835,0.0164563074268192,"edge_only",76,76,0.202839487364633,0.0411438576343471,0.00785943919101722,3.21330870665752,3.17528910794695,0.078862465578651,-0.0834996582365003,0.473298403375124,-0.024764570745052,-0.00227182408565226,0.169353340188087,0.144588769443035
"20m","spec_spca_sd","Std PCA distance SD","phy_afaith","Abundance-weighted Faith's PD","all_quads",436,76,0.0556479933758947,0.00309669916676362,0.000250133799460215,4.37918761866399,1.34814222929354,0.246241375062558,0.126298704824314,0.00828561914427878,"non_edge",360,0,0.0428598574839602,0.00183696738354538,0.000189761022503553,4.45192340391726,0.658844599349075,0.417507488081637,0.143694267188276,0.00631209475102541,"edge_only",76,76,0.120548203589185,0.0145318693885795,0.000683052781199873,3.98297432513525,1.09121573935394,0.299602436074451,0.0206698564593301,0.859329217775298,-0.0127881358919345,-0.00125973178321824,0.0776883461052244,0.0649002102132899
"20m","spec_spca_sd","Std PCA distance SD","sp_shannon","Shannon diversity","all_quads",436,76,-0.081641140717514,0.00666527585765691,-0.437241109725736,5.29499046999928,2.91213993824762,0.0886304983887864,-0.0844663617008492,0.0781038041970992,"non_edge",360,0,-0.106568318689933,0.0113568065483992,-0.581933836416071,5.55852251763256,4.11244094053023,0.0433090362849035,-0.0830613404938824,0.115668624188129,"edge_only",76,76,0.0470524200944335,0.00221393023674305,0.226756224535696,4.1040887591818,0.164194352360379,0.68649296196824,-0.0812576896787423,0.485300384365662,-0.0249271779724194,0.00469153069074229,0.153620738784367,0.128693560811947
"20m","spec_spca_rao","Std PCA Rao's Q","phy_faith","Faith's PD","all_quads",436,76,0.123120431377605,0.0151586406226075,0.046011242012297,118.923292744523,6.68011143883188,0.010074930010526,0.224444516515566,2.2055978223223e-06,"non_edge",360,0,0.103139290464177,0.0106377132374539,0.0394988875714197,125.801816785433,3.84924854116915,0.050542693678819,0.243478529256509,2.95187012435923e-06,"edge_only",76,76,0.189793327483919,0.036021507157418,0.068302133631252,96.195574940499,2.76519813402541,0.100564945752417,0.0972938981150419,0.403088803634174,-0.0199811409134276,-0.00452092738515358,0.0866540370197415,0.0666728961063139
"20m","spec_spca_rao","Std PCA Rao's Q","phy_rao","Phylogenetic Rao's Q","all_quads",436,76,0.132208893059991,0.017479191404148,0.243408850356179,109.587433912291,7.7209245880925,0.00569535277703345,0.227524528416622,1.58416192896817e-06,"non_edge",360,0,0.101762931309407,0.010355694188683,0.188433028111183,121.618896898594,3.74613232024734,0.0537170137125691,0.238533990745813,4.73156351341085e-06,"edge_only",76,76,0.302115025569734,0.0912734886750012,0.599008224582739,44.3210668802213,7.43264125980197,0.00799180370599323,0.121886534518113,0.294229415474551,-0.0304459617505839,-0.00712349721546499,0.200352094260328,0.169906132509744
"20m","spec_spca_rao","Std PCA Rao's Q","phy_afaith","Abundance-weighted Faith's PD","all_quads",436,76,0.132961948408866,0.0176788797246821,0.0332490550131327,125.286966658901,7.81071855439857,0.00542396414419155,0.230348418258278,1.16477746736998e-06,"non_edge",360,0,0.119166592928048,0.014200676870079,0.0296664928410629,130.367770336028,5.15707629352701,0.0237452111061703,0.235534482004748,6.26867451750351e-06,"edge_only",76,76,0.178397285392355,0.0318255914353613,0.0517253179617237,103.215359515593,2.43250983023634,0.123109249124699,0.160546821599453,0.165922898402408,-0.0137953554808187,-0.00347820285460303,0.0592306924643072,0.0454353369834885
"20m","spec_spca_rao","Std PCA Rao's Q","sp_shannon","Shannon diversity","all_quads",436,76,-0.0608583228509166,0.0037037354602264,-18.1326370269709,182.7155887744,1.61339678462087,0.204695517881924,-0.0420505343658446,0.381080176174574,"non_edge",360,0,-0.0912558245458515,0.00832762551354323,-28.0195711999774,201.748100355682,3.00632548667331,0.0838010003546345,-0.0648369200379632,0.219744671031784,"edge_only",76,76,0.105019297777579,0.0110290529056959,25.8980919160408,98.6019532126153,0.825251659231676,0.366598260537526,0.0833902939166097,0.473880129929136,-0.0303975016949349,0.00462389005331684,0.196275122323431,0.165877620628496
"20m","spec_spca_alpha","Std PCA alpha-hull area","phy_faith","Faith's PD","all_quads",436,76,0.284820247835823,0.0811225735772597,0.139060754389837,544.796327293856,38.3154443891336,1.39520168956582e-09,0.30585616212279,6.79334960621517e-11,"non_edge",360,0,0.27148199768191,0.0737024750653605,0.136241354486372,550.660591595306,28.4848932045466,1.67983134395913e-07,0.310877026928226,1.6602865777827e-09,"edge_only",76,76,0.261454380336837,0.0683583929973192,0.115233440286692,542.515841952792,5.4296856685868,0.0225265541667247,0.199222140962555,0.0844670568082871,-0.0133382501539134,-0.00742009851189926,-0.0100276173450732,-0.0233658674989866
"20m","spec_spca_alpha","Std PCA alpha-hull area","phy_rao","Phylogenetic Rao's Q","all_quads",436,76,0.335667375712764,0.112672587117894,0.807392521104055,503.622694941829,55.1091988134745,6.07745949936531e-13,0.295289631862002,3.19710939500939e-10,"non_edge",360,0,0.325136201793938,0.105713549716989,0.788932665266727,510.490049433708,42.3191593551542,2.61385661345122e-10,0.297580485446133,8.53648746217352e-09,"edge_only",76,76,0.306536355404473,0.0939645371846576,0.744340628524868,497.309225869832,7.67450727597161,0.00707700273485026,0.22066985645933,0.0554213390223089,-0.0105311739188259,-0.00695903740090544,-0.018599846389465,-0.029131020308291
"20m","spec_spca_alpha","Std PCA alpha-hull area","phy_afaith","Abundance-weighted Faith's PD","all_quads",436,76,0.383532746134409,0.147097367357401,0.125300925526208,542.933814596823,74.8505808163728,9.97076235920742e-17,0.295930740568875,2.91553655867308e-10,"non_edge",360,0,0.38141577374126,0.145477992458644,0.124427829523099,546.925979767305,60.9476652919018,6.53039170192204e-14,0.297342314884117,8.78399314168031e-09,"edge_only",76,76,0.292380392294753,0.0854862937984338,0.103822730637703,542.741183037084,6.9173219583106,0.0103790524309924,0.217498291182502,0.059114200198749,-0.00211697239314873,-0.00161937489875677,-0.0890353814465069,-0.0911523538396556
"20m","spec_spca_alpha","Std PCA alpha-hull area","sp_shannon","Shannon diversity","all_quads",436,76,-0.0243352970022207,0.000592206680186293,-9.47278176680434,664.701753138693,0.257169996991013,0.612328674783977,-0.00472824910577063,0.921578257794232,"non_edge",360,0,-0.060719630415915,0.00368687351784531,-24.4307726327324,696.053560472879,1.32478503424823,0.250503253347035,-0.0318608425476534,0.546796377318009,"edge_only",76,76,0.178128591372564,0.0317297950643738,53.7974346434628,530.614192942631,2.42494793580865,0.123683961037947,0.120984278879016,0.297844720946913,-0.0363843334136942,0.00309466683765901,0.238848221788479,0.202463888374784
"20m","spec_spca_convex","Std PCA convex-hull area","phy_faith","Faith's PD","all_quads",436,76,-0.0290925242545193,0.000846374967499791,-0.127951721629066,2652.71013503475,0.367637895406686,0.544611647519705,-0.0468965549194407,0.328591291718158,"non_edge",360,0,-0.0278710994555318,0.000776798184860146,-0.12296126569499,2650.7386248327,0.278309940836803,0.59813787804955,-0.0143589255561833,0.786000375757296,"edge_only",76,76,-0.0372973954435046,0.00139109570686915,-0.183303735945696,2678.76771388242,0.103084482689632,0.749064097954789,-0.179686805792344,0.120379470651548,0.00122142479898744,-6.95767826396454e-05,-0.00942629598797274,-0.0082048711889853
"20m","spec_spca_convex","Std PCA convex-hull area","phy_rao","Phylogenetic Rao's Q","all_quads",436,76,-0.0205691977413091,0.000423091895721074,-0.445680825618768,2636.90674016447,0.183699604556882,0.668425591616275,-0.0443433522253842,0.355635906897704,"non_edge",360,0,-0.0245602882910177,0.000603207760937903,-0.523907213128587,2652.1483582094,0.216078718775908,0.642326712889561,-0.0159209047394913,0.763379075005448,"edge_only",76,76,0.00670362946834852,4.49386480489107e-05,0.181513922699111,2533.67354470757,0.00332560940400991,0.954168443745123,-0.194777853725222,0.0917799432094823,-0.00399109054970867,0.000180115865216829,0.0312639177593663,0.0272728272096576
"20m","spec_spca_convex","Std PCA convex-hull area","phy_afaith","Abundance-weighted Faith's PD","all_quads",436,76,-0.0200592121109148,0.00040237199051067,-0.059033251884764,2606.59170834144,0.174699738163017,0.676175056895224,-0.0307966731264981,0.521289137487608,"non_edge",360,0,-0.0259015572492996,0.000670890667938744,-0.0742832777532176,2620.59495947783,0.240340101052998,0.624260897527956,-0.0200459365684406,0.7046431303445,"edge_only",76,76,0.0231195593948129,0.000534514026610283,0.0915448592869626,2498.27996461697,0.0395751914641042,0.842859053414303,-0.0735201640464798,0.527931589772367,-0.00584234513838482,0.000268518677428075,0.0490211166441125,0.0431787715057277
"20m","spec_spca_convex","Std PCA convex-hull area","sp_shannon","Shannon diversity","all_quads",436,76,-0.0994853223757831,0.00989732936821348,-348.843713094041,3117.37862861715,4.33837931480755,0.0378472779096337,-0.0965321781407703,0.0439495660971297,"non_edge",360,0,-0.114100077552292,0.013018827697439,-403.589937377579,3206.5492586592,4.72221805894226,0.0304305261911989,-0.0883016072654882,0.0943573050894275,"edge_only",76,76,-0.0248922243190323,0.000619622831549021,-83.830459137559,2694.94177495987,0.0458805181511972,0.830982267571639,-0.109008885850991,0.348570905207613,-0.0146147551765086,0.00312149832922549,0.0892078532332594,0.0745930980567508
"20m","spec_spca_hull3d_v","Std PCA 3D hull volume","phy_faith","Faith's PD","all_quads",436,76,-0.012025527444744,0.000144613310324292,-1.20672454361913,44287.2128469655,0.0627712542396113,0.802286852620799,-0.0144303941520739,0.763821637974003,"non_edge",360,0,-0.0244554959258073,0.000598071280977177,-2.47179759541535,45312.67621523,0.214237647974387,0.643747280988627,0.0125615842735314,0.812253573109201,"edge_only",76,76,0.0613677965391962,0.00376600645207618,6.72763160176375,39058.3845074609,0.279737972462824,0.598455924608251,-0.119741078205656,0.302873611147168,-0.0124299684810633,0.000453457970652886,0.0858232924650035,0.0733933239839402
"20m","spec_spca_hull3d_v","Std PCA 3D hull volume","phy_rao","Phylogenetic Rao's Q","all_quads",436,76,0.00709310994203067,5.03122086497343e-05,3.50657047274694,42745.4815271486,0.0218365972014193,0.882591245781254,-0.0146568917376174,0.76022701028914,"non_edge",360,0,-0.0059739722079452,3.56883439413017e-05,-2.91948550111829,43931.0467628787,0.0127768831167851,0.91006626270866,0.0129957278476943,0.805891683224801,"edge_only",76,76,0.0982123025760161,0.00964565637728293,59.3191193525793,33898.3184515974,0.720730490571621,0.398642440531225,-0.15393028024607,0.184303385535267,-0.0130670821499759,-1.46238647084327e-05,0.104186274783961,0.0911191926339854
"20m","spec_spca_hull3d_v","Std PCA 3D hull volume","phy_afaith","Abundance-weighted Faith's PD","all_quads",436,76,0.00303972676652979,9.23993881515763e-06,0.20410642109961,43205.3639839704,0.0040101704995085,0.949536141359927,-0.00341533723722398,0.943310355858093,"non_edge",360,0,-0.00965508434741799,9.32206537557558e-05,-0.6343712069332,43949.538398832,0.0333761053869246,0.855143666491179,0.00782079079828291,0.882441206272761,"edge_only",76,76,0.0987960784972851,0.00976066512644172,8.72615605631264,37201.6631316107,0.729408733747095,0.395831249998177,-0.047218045112782,0.685447182394934,-0.0126948111139478,8.39807149405982e-05,0.108451162844703,0.0957563517307553
"20m","spec_spca_hull3d_v","Std PCA 3D hull volume","sp_shannon","Shannon diversity","all_quads",436,76,-0.0998358962565283,0.00996720618134429,-7987.26131702901,56223.2900868752,4.36931736979995,0.0371729979825861,-0.0968078490933191,0.0433469162242526,"non_edge",360,0,-0.117865155834293,0.0138921949598421,-9551.29001228334,58807.1823319392,5.04347067349388,0.0253283882872068,-0.0955444615056186,0.0701922011798942,"edge_only",76,76,-0.00617364430735511,3.81138840337381e-05,-463.776355698278,44057.5738672782,0.00282053492003745,0.957788405130037,-0.0872180451127819,0.453750432565781,-0.0180292595777643,0.00392498877849779,0.111691511526938,0.0936622519491732
"20m","spec_spca_hull3d_a","Std PCA 3D hull area","phy_faith","Faith's PD","all_quads",436,76,-0.0142561337738979,0.000203237350179272,-0.167135331126034,7320.92531329288,0.0882229401743904,0.766590697176102,-0.0309050127005974,0.519823941837853,"non_edge",360,0,-0.0167315758380702,0.000279945630025094,-0.196911801787949,7328.84149732504,0.100248599706387,0.751716049841231,0.00262193718307866,0.960461201895631,"edge_only",76,76,0.0159290826861029,0.000253735675220704,0.20775500119585,7155.3725537472,0.0187812054281731,0.89136777400848,-0.130499866714373,0.26117020144587,-0.00247544206417227,7.67082798458212e-05,0.0326606585241731,0.0301852164600008
"20m","spec_spca_hull3d_a","Std PCA 3D hull area","phy_rao","Phylogenetic Rao's Q","all_quads",436,76,-0.00364688103641363,1.32997412937533e-05,-0.21063472434024,7233.16983409963,0.00577216448978338,0.939474186025671,-0.0297604457066493,0.535409417772841,"non_edge",360,0,-0.00634533887364711,4.02633254214172e-05,-0.36107416377901,7242.57713615991,0.0144148508906995,0.904501492328832,0.00577576473069494,0.913038133639728,"edge_only",76,76,0.0317295498905742,0.00100676433625844,2.27998380173471,6924.80652249849,0.0745756409788152,0.78554824109937,-0.195652768284347,0.0903022408898007,-0.00269845783723349,2.69635841276639e-05,0.0380748887642213,0.0353764309269878
"20m","spec_spca_hull3d_a","Std PCA 3D hull area","phy_afaith","Abundance-weighted Faith's PD","all_quads",436,76,-0.00401615067328613,1.61294662305366e-05,-0.0315060972884249,7221.90863890074,0.00700030125517565,0.933359134188069,-0.0153424494898857,0.749378569467413,"non_edge",360,0,-0.00928383327497456,8.61895602775248e-05,-0.0710253188085842,7238.31219232836,0.0308585222618183,0.860655713412155,0.00116899050146992,0.982365868816983,"edge_only",76,76,0.0519887195583112,0.00270282696131273,0.546300299617748,6903.77928577506,0.200551250464021,0.6555845786132,-0.0688174982911825,0.554724735430377,-0.00526768260168843,7.00600940469882e-05,0.0612725528332858,0.0560048702315973
"20m","spec_spca_hull3d_a","Std PCA 3D hull area","sp_shannon","Shannon diversity","all_quads",436,76,-0.106864964616389,0.0114201206624621,-998.870093913968,8801.41340463054,5.01358814912344,0.025655081044855,-0.101430115458929,0.0342338720794967,"non_edge",360,0,-0.119941591679954,0.0143859854147209,-1131.73533006218,9002.45014882126,5.22535465431378,0.0228436462463814,-0.0926254575009581,0.0792409566684363,"edge_only",76,76,-0.0375503382460032,0.00141002790238925,-335.598415250146,7817.25755823678,0.104489397743126,0.747418973788351,-0.112481203007519,0.333338429924999,-0.0130766270635652,0.00296586475225879,0.0823912534339513,0.0693146263703861
